,맥주,년,평점
111,Berliner Kindl Jubiläums Pilsener Premium, 2003,3.0833333333333335
112,Berliner Kindl Jubiläums Pilsener Premium, 2004,2.3833333333333333
113,Berliner Kindl Jubiläums Pilsener Premium, 2005,2.4
114,Berliner Kindl Jubiläums Pilsener Premium, 2006,2.44
115,Berliner Kindl Jubiläums Pilsener Premium, 2007,2.5500000000000003
116,Berliner Kindl Jubiläums Pilsener Premium, 2008,2.40625
117,Berliner Kindl Jubiläums Pilsener Premium, 2009,2.7199999999999998
118,Berliner Kindl Jubiläums Pilsener Premium, 2010,2.6999999999999997
119,Berliner Kindl Jubiläums Pilsener Premium, 2011,2.476923076923077
120,Berliner Kindl Jubiläums Pilsener Premium, 2012,2.844
121,Berliner Kindl Jubiläums Pilsener Premium, 2013,2.3714285714285714
122,Berliner Kindl Jubiläums Pilsener Premium, 2014,2.668
123,Berliner Kindl Jubiläums Pilsener Premium, 2015,2.6518518518518515
124,Berliner Kindl Jubiläums Pilsener Premium, 2016,2.576
125,Berliner Kindl Jubiläums Pilsener Premium, 2017,2.7038461538461536
126,Berliner Kindl Jubiläums Pilsener Premium, 2018,2.715
127,Berliner Kindl Jubiläums Pilsener Premium, 2019,2.7333333333333334
128,Berliner Kindl Jubiläums Pilsener Premium, 2020,2.772727272727273
129,Berliner Kindl Jubiläums Pilsener Premium, 2021,2.9416666666666664
130,Berliner Kindl Jubiläums Pilsener Premium, 2022,2.9
131,Berliner Kindl Jubiläums Pilsener Premium, 2023,2.5
132,Bintang Pilsener, 2001,2.2333333333333334
133,Bintang Pilsener, 2002,1.96875
134,Bintang Pilsener, 2003,1.8722222222222225
135,Bintang Pilsener, 2004,1.8866666666666667
136,Bintang Pilsener, 2005,2.086666666666667
137,Bintang Pilsener, 2006,1.9083333333333332
138,Bintang Pilsener, 2007,1.8857142857142857
139,Bintang Pilsener, 2008,1.85625
140,Bintang Pilsener, 2009,1.935
141,Bintang Pilsener, 2010,2.081818181818182
142,Bintang Pilsener, 2011,2.1666666666666665
143,Bintang Pilsener, 2012,2.0526315789473686
144,Bintang Pilsener, 2013,2.07
145,Bintang Pilsener, 2014,1.9833333333333332
146,Bintang Pilsener, 2015,2.068
147,Bintang Pilsener, 2016,2.0250000000000004
148,Bintang Pilsener, 2017,2.057377049180328
149,Bintang Pilsener, 2018,2.0844444444444443
150,Bintang Pilsener, 2019,2.4388888888888887
151,Bintang Pilsener, 2020,1.95
152,Bintang Pilsener, 2021,2.275
153,Bintang Pilsener, 2022,2.7142857142857144
154,Bintang Pilsener, 2023,1.8333333333333333
155,Bright Leaf Peeper Red IPA, 2021,3.7399999999999998
156,Bright Leaf Peeper Red IPA, 2022,3.8
157,Brooklyn Special Effects (Hoppy Amber/Lager), 2018,2.6
158,Brooklyn Special Effects (Hoppy Amber/Lager), 2019,2.771604938271605
159,Brooklyn Special Effects (Hoppy Amber/Lager), 2020,2.9953125
160,Brooklyn Special Effects (Hoppy Amber/Lager), 2021,2.993333333333333
161,Brooklyn Special Effects (Hoppy Amber/Lager), 2022,3.0384615384615383
162,Brooklyn Special Effects (Hoppy Amber/Lager), 2023,3.25
163,Budweiser, 2000,1.2347826086956522
164,Budweiser, 2001,1.4881856540084388
165,Budweiser, 2002,1.3986175115207373
166,Budweiser, 2003,1.4842696629213483
167,Budweiser, 2004,1.38
168,Budweiser, 2005,1.442517006802721
169,Budweiser, 2006,1.3241610738255034
170,Budweiser, 2007,1.3340314136125655
171,Budweiser, 2008,1.4848484848484849
172,Budweiser, 2009,1.5790909090909089
173,Budweiser, 2010,1.4211678832116788
174,Budweiser, 2011,1.6202380952380953
175,Budweiser, 2012,1.5826086956521739
176,Budweiser, 2013,1.7524663677130046
177,Budweiser, 2014,1.6719576719576719
178,Budweiser, 2015,1.60625
179,Budweiser, 2016,1.9196261682242992
180,Budweiser, 2017,1.9672131147540983
181,Budweiser, 2018,2.0265625
182,Budweiser, 2019,2.0784615384615384
183,Budweiser, 2020,2.079487179487179
184,Budweiser, 2021,1.9038461538461537
185,Budweiser, 2022,1.7777777777777777
186,Budweiser, 2023,1.8624999999999998
187,Carlsberg Pilsner, 2000,3.0
188,Carlsberg Pilsner, 2001,2.785185185185185
189,Carlsberg Pilsner, 2002,2.454878048780488
190,Carlsberg Pilsner, 2003,2.3898734177215193
191,Carlsberg Pilsner, 2004,2.155421686746988
192,Carlsberg Pilsner, 2005,2.269090909090909
193,Carlsberg Pilsner, 2006,2.1756521739130434
194,Carlsberg Pilsner, 2007,2.264516129032258
195,Carlsberg Pilsner, 2008,2.2315436241610738
196,Carlsberg Pilsner, 2009,2.1096491228070176
197,Carlsberg Pilsner, 2010,2.2126436781609193
198,Carlsberg Pilsner, 2011,2.222340425531915
199,Carlsberg Pilsner, 2012,2.24375
200,Carlsberg Pilsner, 2013,2.265079365079365
201,Carlsberg Pilsner, 2014,2.2120879120879122
202,Carlsberg Pilsner, 2015,2.2961038961038964
203,Carlsberg Pilsner, 2016,2.3375
204,Carlsberg Pilsner, 2017,2.2533333333333334
205,Carlsberg Pilsner, 2018,2.37
206,Carlsberg Pilsner, 2019,2.2984126984126987
207,Carlsberg Pilsner, 2020,2.348148148148148
208,Carlsberg Pilsner, 2021,2.466666666666667
209,Carlsberg Pilsner, 2022,2.3625
210,Carlsberg Pilsner, 2023,2.216666666666667
211,Cass Fresh, 2002,1.2833333333333334
212,Cass Fresh, 2003,1.525
213,Cass Fresh, 2004,1.5625
214,Cass Fresh, 2005,1.5250000000000001
215,Cass Fresh, 2006,1.7538461538461538
216,Cass Fresh, 2007,1.575
217,Cass Fresh, 2008,1.4333333333333333
218,Cass Fresh, 2009,1.5727272727272728
219,Cass Fresh, 2010,1.3857142857142857
220,Cass Fresh, 2011,1.45
221,Cass Fresh, 2012,1.7999999999999998
222,Cass Fresh, 2013,1.8214285714285714
223,Cass Fresh, 2014,1.7791666666666668
224,Cass Fresh, 2015,1.9000000000000001
225,Cass Fresh, 2016,1.7685714285714285
226,Cass Fresh, 2017,1.8642857142857143
227,Cass Fresh, 2018,1.912
228,Cass Fresh, 2019,1.9600000000000002
229,Cass Fresh, 2020,1.9714285714285715
230,Cass Fresh, 2021,1.86
231,Cass Fresh, 2022,2.04
232,Cass Fresh, 2023,2.309090909090909
233,Desperados, 2002,1.8277777777777777
234,Desperados, 2003,1.5499999999999998
235,Desperados, 2004,1.2526315789473685
236,Desperados, 2005,1.3559999999999999
237,Desperados, 2006,1.4255813953488372
238,Desperados, 2007,1.8105263157894738
239,Desperados, 2008,1.8457142857142856
240,Desperados, 2009,1.562857142857143
241,Desperados, 2010,1.9066666666666665
242,Desperados, 2011,1.875
243,Desperados, 2012,1.9482758620689655
244,Desperados, 2013,1.7840579710144926
245,Desperados, 2014,1.8030612244897959
246,Desperados, 2015,1.7494736842105263
247,Desperados, 2016,1.7351851851851852
248,Desperados, 2017,1.8703125
249,Desperados, 2018,2.107894736842105
250,Desperados, 2019,2.092307692307692
251,Desperados, 2020,1.8909090909090909
252,Desperados, 2021,2.46
253,Desperados, 2022,2.6
254,Desperados, 2023,0.95
255,Edelweiss Weissbier Snowfresh, 2007,3.468965517241379
256,Edelweiss Weissbier Snowfresh, 2008,3.3328125
257,Edelweiss Weissbier Snowfresh, 2009,3.129090909090909
258,Edelweiss Weissbier Snowfresh, 2010,3.2633333333333336
259,Edelweiss Weissbier Snowfresh, 2011,3.182608695652174
260,Edelweiss Weissbier Snowfresh, 2012,3.182352941176471
261,Edelweiss Weissbier Snowfresh, 2013,3.3125
262,Edelweiss Weissbier Snowfresh, 2014,3.345833333333333
263,Edelweiss Weissbier Snowfresh, 2015,3.1291666666666664
264,Edelweiss Weissbier Snowfresh, 2016,3.4166666666666665
265,Edelweiss Weissbier Snowfresh, 2017,3.227272727272727
266,Edelweiss Weissbier Snowfresh, 2018,3.3299999999999996
267,Edelweiss Weissbier Snowfresh, 2019,3.257142857142857
268,Edelweiss Weissbier Snowfresh, 2020,2.5999999999999996
269,Edelweiss Weissbier Snowfresh, 2021,3.6
270,Edelweiss Weissbier Snowfresh, 2022,3.15
271,Egger Grapefruit Radler, 2013,2.2
272,Egger Grapefruit Radler, 2014,2.246153846153846
273,Egger Grapefruit Radler, 2015,2.2733333333333334
274,Egger Grapefruit Radler, 2016,2.375
275,Egger Grapefruit Radler, 2017,2.6333333333333333
276,Egger Grapefruit Radler, 2018,2.55
277,Egger Grapefruit Radler, 2019,2.7
278,Egger Grapefruit Radler, 2020,2.3666666666666667
279,Egger Grapefruit Radler, 2021,3.05
280,Egger Grapefruit Radler, 2022,3.6
281,Egger Märzenbier, 2006,2.775
282,Egger Märzenbier, 2007,2.4285714285714284
283,Egger Märzenbier, 2008,2.4642857142857144
284,Egger Märzenbier, 2009,2.1799999999999997
285,Egger Märzenbier, 2010,2.5357142857142856
286,Egger Märzenbier, 2011,2.38
287,Egger Märzenbier, 2012,2.5916666666666663
288,Egger Märzenbier, 2013,2.3375
289,Egger Märzenbier, 2014,2.4058823529411764
290,Egger Märzenbier, 2015,2.5944444444444446
291,Egger Märzenbier, 2016,2.588888888888889
292,Egger Märzenbier, 2017,2.4
293,Egger Märzenbier, 2018,2.3545454545454545
294,Egger Märzenbier, 2019,2.5533333333333332
295,Egger Märzenbier, 2020,2.73
296,Egger Märzenbier, 2021,2.6
297,Egger Märzenbier, 2022,2.8
298,Egger Märzenbier, 2023,2.6999999999999997
299,Egger Zwickl, 2014,2.9000000000000004
300,Egger Zwickl, 2016,2.5
301,Egger Zwickl, 2018,2.1
302,Egger Zwickl, 2019,2.8
303,Egger Zwickl, 2020,2.9
304,Egger Zwickl, 2021,2.6
305,Eichbaum Apostel Bräu, 2007,2.8
306,Eichbaum Apostel Bräu, 2008,2.772727272727273
307,Eichbaum Apostel Bräu, 2009,2.615789473684211
308,Eichbaum Apostel Bräu, 2010,2.3076923076923075
309,Eichbaum Apostel Bräu, 2011,2.55
310,Eichbaum Apostel Bräu, 2012,2.33125
311,Eichbaum Apostel Bräu, 2013,2.246153846153846
312,Eichbaum Apostel Bräu, 2014,2.3272727272727276
313,Eichbaum Apostel Bräu, 2015,2.314285714285714
314,Eichbaum Apostel Bräu, 2016,2.65
315,Eichbaum Apostel Bräu, 2017,2.5444444444444443
316,Eichbaum Apostel Bräu, 2018,2.3428571428571425
317,Eichbaum Apostel Bräu, 2019,2.4285714285714284
318,Eichbaum Apostel Bräu, 2021,2.0
319,Eichbaum Apostel Bräu, 2022,2.4
320,Erdinger Weissbier, 2000,3.175
321,Erdinger Weissbier, 2001,3.4266666666666667
322,Erdinger Weissbier, 2002,3.1840579710144925
323,Erdinger Weissbier, 2003,3.1493670886075953
324,Erdinger Weissbier, 2004,3.161764705882353
325,Erdinger Weissbier, 2005,3.1883561643835616
326,Erdinger Weissbier, 2006,3.095705521472393
327,Erdinger Weissbier, 2007,3.127624309392265
328,Erdinger Weissbier, 2008,3.15609756097561
329,Erdinger Weissbier, 2009,3.12875
330,Erdinger Weissbier, 2010,3.0888888888888886
331,Erdinger Weissbier, 2011,3.160135135135135
332,Erdinger Weissbier, 2012,3.173333333333334
333,Erdinger Weissbier, 2013,3.259009009009009
334,Erdinger Weissbier, 2014,3.127196652719665
335,Erdinger Weissbier, 2015,3.131891891891892
336,Erdinger Weissbier, 2016,3.1069565217391304
337,Erdinger Weissbier, 2017,3.1856060606060606
338,Erdinger Weissbier, 2018,3.1090909090909093
339,Erdinger Weissbier, 2019,3.171186440677966
340,Erdinger Weissbier, 2020,3.2256410256410257
341,Erdinger Weissbier, 2021,3.305405405405405
342,Erdinger Weissbier, 2022,3.3476190476190473
343,Erdinger Weissbier, 2023,3.5
344,Erdinger Weissbier Dunkel, 2000,4.3
345,Erdinger Weissbier Dunkel, 2001,3.46
346,Erdinger Weissbier Dunkel, 2002,3.3808510638297875
347,Erdinger Weissbier Dunkel, 2003,3.2414285714285715
348,Erdinger Weissbier Dunkel, 2004,3.316
349,Erdinger Weissbier Dunkel, 2005,3.2549549549549552
350,Erdinger Weissbier Dunkel, 2006,3.1782178217821784
351,Erdinger Weissbier Dunkel, 2007,3.231707317073171
352,Erdinger Weissbier Dunkel, 2008,3.1655172413793102
353,Erdinger Weissbier Dunkel, 2009,3.190677966101695
354,Erdinger Weissbier Dunkel, 2010,3.209322033898305
355,Erdinger Weissbier Dunkel, 2011,3.340909090909091
356,Erdinger Weissbier Dunkel, 2012,3.3181208053691273
357,Erdinger Weissbier Dunkel, 2013,3.2314102564102565
358,Erdinger Weissbier Dunkel, 2014,3.135672514619883
359,Erdinger Weissbier Dunkel, 2015,3.1992248062015505
360,Erdinger Weissbier Dunkel, 2016,3.170833333333333
361,Erdinger Weissbier Dunkel, 2017,3.184444444444445
362,Erdinger Weissbier Dunkel, 2018,3.146153846153846
363,Erdinger Weissbier Dunkel, 2019,3.232142857142857
364,Erdinger Weissbier Dunkel, 2020,3.1322580645161286
365,Erdinger Weissbier Dunkel, 2021,3.310344827586207
366,Erdinger Weissbier Dunkel, 2022,3.158333333333333
367,Erdinger Weissbier Dunkel, 2023,3.425
368,FiLite, 2017,2.566666666666667
369,FiLite, 2018,2.325
370,FiLite, 2019,2.25
371,Franziskaner Hefe-Weissbier / Weissbier Naturtrub, 2000,3.96
372,Franziskaner Hefe-Weissbier / Weissbier Naturtrub, 2001,3.8642857142857143
373,Franziskaner Hefe-Weissbier / Weissbier Naturtrub, 2002,3.7088495575221243
374,Franziskaner Hefe-Weissbier / Weissbier Naturtrub, 2003,3.678985507246377
375,Franziskaner Hefe-Weissbier / Weissbier Naturtrub, 2004,3.5698630136986305
376,Franziskaner Hefe-Weissbier / Weissbier Naturtrub, 2005,3.548314606741573
377,Franziskaner Hefe-Weissbier / Weissbier Naturtrub, 2006,3.5657142857142854
378,Franziskaner Hefe-Weissbier / Weissbier Naturtrub, 2007,3.634065934065934
379,Franziskaner Hefe-Weissbier / Weissbier Naturtrub, 2008,3.6577922077922076
380,Franziskaner Hefe-Weissbier / Weissbier Naturtrub, 2009,3.5322751322751325
381,Franziskaner Hefe-Weissbier / Weissbier Naturtrub, 2010,3.6466666666666665
382,Franziskaner Hefe-Weissbier / Weissbier Naturtrub, 2011,3.576041666666667
383,Franziskaner Hefe-Weissbier / Weissbier Naturtrub, 2012,3.608064516129032
384,Franziskaner Hefe-Weissbier / Weissbier Naturtrub, 2013,3.6191304347826088
385,Franziskaner Hefe-Weissbier / Weissbier Naturtrub, 2014,3.6299638989169676
386,Franziskaner Hefe-Weissbier / Weissbier Naturtrub, 2015,3.566981132075472
387,Franziskaner Hefe-Weissbier / Weissbier Naturtrub, 2016,3.647953216374269
388,Franziskaner Hefe-Weissbier / Weissbier Naturtrub, 2017,3.632394366197183
389,Franziskaner Hefe-Weissbier / Weissbier Naturtrub, 2018,3.5934426229508194
390,Franziskaner Hefe-Weissbier / Weissbier Naturtrub, 2019,3.67029702970297
391,Franziskaner Hefe-Weissbier / Weissbier Naturtrub, 2020,3.634210526315789
392,Franziskaner Hefe-Weissbier / Weissbier Naturtrub, 2021,3.4535714285714287
393,Franziskaner Hefe-Weissbier / Weissbier Naturtrub, 2022,3.685185185185185
394,Franziskaner Hefe-Weissbier / Weissbier Naturtrub, 2023,3.53
395,Gambrinus Originál 10° (Desítka), 2002,2.6500000000000004
396,Gambrinus Originál 10° (Desítka), 2003,2.575
397,Gambrinus Originál 10° (Desítka), 2004,2.757142857142857
398,Gambrinus Originál 10° (Desítka), 2005,2.6692307692307695
399,Gambrinus Originál 10° (Desítka), 2006,2.3916666666666666
400,Gambrinus Originál 10° (Desítka), 2007,2.4250000000000003
401,Gambrinus Originál 10° (Desítka), 2008,2.5914285714285716
402,Gambrinus Originál 10° (Desítka), 2009,2.595652173913044
403,Gambrinus Originál 10° (Desítka), 2010,2.54375
404,Gambrinus Originál 10° (Desítka), 2011,2.2766666666666664
405,Gambrinus Originál 10° (Desítka), 2012,2.4703703703703703
406,Gambrinus Originál 10° (Desítka), 2013,2.475862068965517
407,Gambrinus Originál 10° (Desítka), 2014,2.4256410256410255
408,Gambrinus Originál 10° (Desítka), 2015,2.4935483870967743
409,Gambrinus Originál 10° (Desítka), 2016,2.59
410,Gambrinus Originál 10° (Desítka), 2017,2.590909090909091
411,Gambrinus Originál 10° (Desítka), 2018,2.512121212121212
412,Gambrinus Originál 10° (Desítka), 2019,2.638709677419355
413,Gambrinus Originál 10° (Desítka), 2020,2.96
414,Gambrinus Originál 10° (Desítka), 2021,2.2375
415,Gambrinus Originál 10° (Desítka), 2022,2.8363636363636364
416,Gambrinus Originál 10° (Desítka), 2023,2.75
417,Grolsch Premium Lager, 2000,2.9333333333333336
418,Grolsch Premium Lager, 2001,2.85
419,Grolsch Premium Lager, 2002,2.707558139534884
420,Grolsch Premium Lager, 2003,2.7443750000000002
421,Grolsch Premium Lager, 2004,2.585483870967742
422,Grolsch Premium Lager, 2005,2.4901515151515152
423,Grolsch Premium Lager, 2006,2.46875
424,Grolsch Premium Lager, 2007,2.402702702702703
425,Grolsch Premium Lager, 2008,2.40125
426,Grolsch Premium Lager, 2009,2.3356521739130436
427,Grolsch Premium Lager, 2010,2.476237623762376
428,Grolsch Premium Lager, 2011,2.6469135802469137
429,Grolsch Premium Lager, 2012,2.5741666666666663
430,Grolsch Premium Lager, 2013,2.4977272727272726
431,Grolsch Premium Lager, 2014,2.6294642857142856
432,Grolsch Premium Lager, 2015,2.5455357142857147
433,Grolsch Premium Lager, 2016,2.6311688311688313
434,Grolsch Premium Lager, 2017,2.725510204081633
435,Grolsch Premium Lager, 2018,2.806451612903226
436,Grolsch Premium Lager, 2019,2.752727272727273
437,Grolsch Premium Lager, 2020,2.8
438,Grolsch Premium Lager, 2021,2.6681818181818184
439,Grolsch Premium Lager, 2022,2.7615384615384615
440,Grolsch Premium Lager, 2023,2.4
441,Guinness Draught, 2000,4.148
442,Guinness Draught, 2001,3.964606741573034
443,Guinness Draught, 2002,3.6795865633074936
444,Guinness Draught, 2003,3.542013888888889
445,Guinness Draught, 2004,3.543042071197411
446,Guinness Draught, 2005,3.396694214876033
447,Guinness Draught, 2006,3.532571428571429
448,Guinness Draught, 2007,3.3903640256959315
449,Guinness Draught, 2008,3.4353365384615384
450,Guinness Draught, 2009,3.421766561514196
451,Guinness Draught, 2010,3.3642023346303502
452,Guinness Draught, 2011,3.415
453,Guinness Draught, 2012,3.4565088757396447
454,Guinness Draught, 2013,3.3862258953168047
455,Guinness Draught, 2014,3.3683385579937304
456,Guinness Draught, 2015,3.2762264150943397
457,Guinness Draught, 2016,3.3624338624338623
458,Guinness Draught, 2017,3.329411764705882
459,Guinness Draught, 2018,3.416326530612245
460,Guinness Draught, 2019,3.567647058823529
461,Guinness Draught, 2020,3.505357142857143
462,Guinness Draught, 2021,3.448780487804878
463,Guinness Draught, 2022,3.5142857142857147
464,Guinness Draught, 2023,3.523529411764706
465,Guinness Original 4.2% (Ireland/UK), 2000,2.1
466,Guinness Original 4.2% (Ireland/UK), 2001,2.225
467,Guinness Original 4.2% (Ireland/UK), 2002,2.9000000000000004
468,Guinness Original 4.2% (Ireland/UK), 2003,3.227272727272727
469,Guinness Original 4.2% (Ireland/UK), 2004,3.435
470,Guinness Original 4.2% (Ireland/UK), 2005,3.1260869565217395
471,Guinness Original 4.2% (Ireland/UK), 2006,3.478947368421052
472,Guinness Original 4.2% (Ireland/UK), 2007,3.1875
473,Guinness Original 4.2% (Ireland/UK), 2008,3.2760000000000002
474,Guinness Original 4.2% (Ireland/UK), 2009,3.3049999999999997
475,Guinness Original 4.2% (Ireland/UK), 2010,3.109677419354839
476,Guinness Original 4.2% (Ireland/UK), 2011,3.2366666666666664
477,Guinness Original 4.2% (Ireland/UK), 2012,3.3131578947368423
478,Guinness Original 4.2% (Ireland/UK), 2013,3.298275862068966
479,Guinness Original 4.2% (Ireland/UK), 2014,3.094871794871795
480,Guinness Original 4.2% (Ireland/UK), 2015,3.180769230769231
481,Guinness Original 4.2% (Ireland/UK), 2016,3.170833333333333
482,Guinness Original 4.2% (Ireland/UK), 2017,3.2411764705882353
483,Guinness Original 4.2% (Ireland/UK), 2018,3.1454545454545455
484,Guinness Original 4.2% (Ireland/UK), 2019,3.3125
485,Guinness Original 4.2% (Ireland/UK), 2020,3.41
486,Guinness Original 4.2% (Ireland/UK), 2021,3.566666666666667
487,Guinness Original 4.2% (Ireland/UK), 2022,3.3600000000000003
488,Guinness Original 4.2% (Ireland/UK), 2023,3.0999999999999996
489,Harbin Beer, 2002,2.3
490,Harbin Beer, 2003,2.25
491,Harbin Beer, 2004,1.7
492,Harbin Beer, 2005,2.8
493,Harbin Beer, 2006,2.019642857142857
494,Harbin Beer, 2007,2.1229885057471263
495,Harbin Beer, 2008,2.0028571428571427
496,Harbin Beer, 2009,2.026315789473684
497,Harbin Beer, 2010,1.9866666666666668
498,Harbin Beer, 2011,1.55
499,Harbin Beer, 2012,1.6583333333333332
500,Harbin Beer, 2013,1.5333333333333334
501,Harbin Beer, 2014,1.5166666666666668
502,Harbin Beer, 2015,2.3714285714285714
503,Harbin Beer, 2016,1.8142857142857143
504,Harbin Beer, 2017,2.1333333333333333
505,Harbin Beer, 2018,1.7399999999999998
506,Harbin Beer, 2019,1.675
507,Harbin Beer, 2020,2.15
508,Harbin Beer, 2021,1.25
509,Harbin Beer, 2022,1.6
510,Heineken, 2000,1.8705882352941177
511,Heineken, 2001,2.40718954248366
512,Heineken, 2002,2.3053968253968256
513,Heineken, 2003,2.2243119266055045
514,Heineken, 2004,2.1045226130653267
515,Heineken, 2005,2.050622406639004
516,Heineken, 2006,2.099272727272727
517,Heineken, 2007,2.118292682926829
518,Heineken, 2008,2.066869300911854
519,Heineken, 2009,2.026923076923077
520,Heineken, 2010,1.9823170731707318
521,Heineken, 2011,1.9877005347593582
522,Heineken, 2012,2.196727272727273
523,Heineken, 2013,2.1940140845070424
524,Heineken, 2014,2.07546468401487
525,Heineken, 2015,2.1706382978723404
526,Heineken, 2016,2.230909090909091
527,Heineken, 2017,2.183132530120482
528,Heineken, 2018,2.4338983050847456
